unit,theme,词类,词,pinyin,例句,English translation
5,居家·物品,名词,书,shū,这本书我看了两遍。,I've read this book twice.
5,居家·物品,名词,钥匙,yàoshi,糟糕，钥匙忘在家里了。,"Oh no, I left my keys at home."
5,居家·物品,名词,锁,suǒ,这个锁有点难开。,This lock is a bit hard to open.
5,居家·物品,名词,电脑,diànnǎo,我的电脑需要更新了。,My computer needs an update.
5,居家·物品,名词,手机,shǒujī,手机快没电了。,My phone is about to run out of battery.
5,居家·物品,名词,充电器,chōngdiànqì,你带充电器了吗？,Did you bring a charger?
5,居家·物品,名词,插座,chāzuò,沙发旁边有个插座。,There's a socket beside the sofa.
5,居家·物品,动词,用,yòng,这个词怎么用？,How do you use this word?
5,居家·物品,动词,放,fàng,牛奶放冰箱里了。,I put the milk in the fridge.
5,居家·物品,动词,拿,ná,帮我拿一下快递。,Please get the delivery for me.
5,居家·物品,动词,收拾,shōushi,出发前把行李收拾好。,Pack your luggage before you leave.
5,居家·物品,动词,打扫,dǎsǎo,周末我要打扫房间。,I'm going to clean my room this weekend.
5,居家·物品,动词,扫,sǎo,我先扫一下地。,I'll sweep the floor first.
5,居家·物品,动词,擦,cā,把桌子擦干净。,Wipe the table clean.
5,居家·物品,动词,洗,xǐ,这件衣服要用手洗。,This garment needs to be washed by hand.
5,居家·物品,动词,修,xiū,我的自行车该修了。,My bicycle needs repairing.
5,居家·物品,动词,开,kāi,帮我开一下门。,Please open the door for me.
5,居家·物品,动词,关,guān,睡觉前把窗户关好。,Close the window properly before going to sleep.
5,居家·物品,动词,搬,bān,我们把沙发搬到窗边吧。,Let's move the sofa by the window.
5,居家·物品,动词,丢,diū,我的伞丢在地铁上了。,I left my umbrella on the metro.
5,居家·物品,动词,找,zhǎo,我在找我的眼镜。,I'm looking for my glasses.
5,居家·物品,量词,张,zhāng,请给我一张纸。,Please give me a sheet of paper.
5,居家·物品,量词,把,bǎ,家里有三把伞。,There are three umbrellas at home.
5,居家·物品,量词,件,jiàn,她买了一件新外套。,She bought a new coat.
5,居家·物品,量词,台,tái,客厅里有一台电视。,There's a TV in the living room.
5,居家·物品,量词,部,bù,他换了一部新手机。,He got a new phone.
5,居家·物品,量词,间,jiān,这套房子有三间卧室。,This flat has three bedrooms.
5,居家·物品,形容词,干净,gānjìng,地板擦得很干净。,The floor is very clean.
5,居家·物品,形容词,脏,zāng,鞋子踩得很脏。,My shoes got very dirty.
5,居家·物品,形容词,乱,luàn,桌子上乱七八糟的。,The desk is a complete mess.
5,居家·物品,形容词,整齐,zhěngqí,书架上的书摆得很整齐。,The books on the shelf are arranged very neatly.
5,居家·物品,形容词,新,xīn,他穿了一双新鞋。,He's wearing a new pair of shoes.
5,居家·物品,形容词,旧,jiù,这台洗衣机太旧了。,This washing machine is too old.
5,居家·物品,形容词,空,kōng,瓶子已经空了。,The bottle is already empty.
5,居家·物品,形容词,满,mǎn,冰箱塞得满满的。,The fridge is crammed full.
5,居家·物品,形容词,亮,liàng,这盏灯很亮。,This lamp is very bright.
5,居家·物品,形容词,暗,àn,屋里太暗，开灯吧。,It's too dark in here. Turn on the light.
5,居家·物品,形容词,软,ruǎn,这个枕头很软。,This pillow is very soft.
5,居家·物品,形容词,硬,yìng,这个面包放硬了。,This bread has gone hard.
6,衣着·外貌,名词,衣服,yīfu,换季了，该买衣服了。,It's time to buy clothes for the new season.
6,衣着·外貌,名词,裤子,kùzi,这条裤子有点长。,These trousers are a little too long.
6,衣着·外貌,名词,裙子,qúnzi,她穿裙子很好看。,She looks good in a skirt.
6,衣着·外貌,名词,鞋,xié,新鞋有点磨脚。,New shoes are rubbing my feet a little.
6,衣着·外貌,名词,袜子,wàzi,我找不到另一只袜子。,I can't find the other sock.
6,衣着·外貌,名词,帽子,màozi,太阳大，戴上帽子吧。,"It's sunny, so put on a hat."
6,衣着·外貌,名词,手套,shǒutào,骑车记得戴手套。,Remember to wear gloves when cycling.
6,衣着·外貌,名词,围巾,wéijīn,这条围巾真暖和。,This scarf is really warm.
6,衣着·外貌,名词,外套,wàitào,晚上凉，带件外套。,"It's cool at night, so bring a coat."
6,衣着·外貌,名词,毛衣,máoyī,这件毛衣是奶奶织的。,My grandmother knitted this sweater.
6,衣着·外貌,名词,衬衫,chènshān,他的衬衫烫得很平。,His shirt has been ironed smooth.
6,衣着·外貌,名词,包,bāo,她的包里什么都有。,She has everything in her bag.
6,衣着·外貌,名词,书包,shūbāo,书包太重，孩子背不动。,The schoolbag is too heavy for the child to carry.
6,衣着·外貌,名词,钱包,qiánbāo,我的钱包里没多少现金。,There isn't much cash in my wallet.
6,衣着·外貌,名词,伞,sǎn,天阴了，带把伞吧。,"It's cloudy, so take an umbrella."
6,衣着·外貌,名词,颜色,yánsè,你最喜欢什么颜色？,What colour do you like best?
6,衣着·外貌,名词,造型,zàoxíng,她今天的造型很特别。,Her look today is very distinctive.
6,衣着·外貌,动词,穿,chuān,今天穿什么好呢？,What should I wear today?
6,衣着·外貌,动词,戴,dài,他戴上了新眼镜。,He put on his new glasses.
6,衣着·外貌,动词,脱,tuō,进门请脱鞋。,Please take off your shoes when you come in.
6,衣着·外貌,动词,换,huàn,这件太小了，能换一件吗？,This one is too small. Can I exchange it?
6,衣着·外貌,动词,试,shì,这条裙子可以试穿吗？,Can I try on this skirt?
6,衣着·外貌,动词,化妆,huàzhuāng,她出门前要化妆。,She puts on make-up before going out.
6,衣着·外貌,量词,套,tào,他买了一套西装。,He bought a suit.
6,衣着·外貌,量词,双,shuāng,这双袜子破了个洞。,There's a hole in this pair of socks.
6,衣着·外貌,形容词,漂亮,piàoliang,今天的晚霞真漂亮。,The sunset is beautiful today.
6,衣着·外貌,形容词,美,měi,湖边的风景美极了。,The scenery by the lake is beautiful.
6,衣着·外貌,形容词,丑,chǒu,他觉得自己的字很丑。,He thinks his handwriting is ugly.
6,衣着·外貌,形容词,好看,hǎokàn,这个颜色很好看。,This colour looks great.
6,衣着·外貌,形容词,长,cháng,她的头发很长。,Her hair is long.
6,衣着·外貌,形容词,短,duǎn,夏天他喜欢穿短裤。,He likes wearing shorts in summer.
6,衣着·外貌,形容词,大,dà,这双鞋大了一号。,These shoes are one size too big.
6,衣着·外貌,形容词,小,xiǎo,这件衬衫小了点。,This shirt is a bit too small.
6,衣着·外貌,形容词,宽,kuān,新买的牛仔裤有点宽。,The jeans I bought are a little loose.
6,衣着·外貌,形容词,窄,zhǎi,这条路很窄，小心开。,"This road is very narrow, so drive carefully."
6,衣着·外貌,形容词,厚,hòu,冬天要穿厚外套。,You need a thick coat in winter.
6,衣着·外貌,形容词,薄,báo,这条被子太薄了。,This quilt is too thin.
6,衣着·外貌,名词,红色,hóngsè,中国人结婚喜欢用红色。,Chinese people like to use red for weddings.
6,衣着·外貌,名词,黄色,huángsè,秋天的树叶变成了黄色。,The leaves turn yellow in autumn.
6,衣着·外貌,名词,蓝色,lánsè,天空是蓝色的。,The sky is blue.
6,衣着·外貌,名词,绿色,lǜsè,春天到处都是绿色。,Spring makes everything green.
6,衣着·外貌,名词,黑色,hēisè,他只穿黑色的T恤。,He only wears black T-shirts.
6,衣着·外貌,名词,白色,báisè,婚纱一般是白色的。,Wedding dresses are usually white.
6,衣着·外貌,名词,灰色,huīsè,这件灰色大衣很配你。,This grey coat suits you very well.
6,衣着·外貌,名词,紫色,zǐsè,她染了紫色的头发。,She dyed her hair purple.
6,衣着·外貌,名词,粉色,fěnsè,小女孩喜欢粉色的书包。,Little girls like pink schoolbags.
7,时间·日期,名词,年,nián,新的一年开始了。,A new year has begun.
7,时间·日期,名词,月,yuè,我上个月很忙。,I was very busy last month.
7,时间·日期,名词,日,rì,今天是几月几日？,What date is it today?
7,时间·日期,名词,天,tiān,我在北京住了三天。,I stayed in Beijing for three days.
7,时间·日期,名词,星期,xīngqī,下星期我们考试。,We have an exam next week.
7,时间·日期,名词,周,zhōu,这周的工作特别多。,There's a lot of work this week.
7,时间·日期,名词,小时,xiǎoshí,这部电影两个小时。,This film is two hours long.
7,时间·日期,名词,分钟,fēnzhōng,再等我五分钟。,Wait another five minutes for me.
7,时间·日期,名词,秒,miǎo,还有十秒就到零点了。,There are ten seconds left until midnight.
7,时间·日期,名词,岁,suì,我女儿今年五岁。,My daughter is five years old this year.
7,时间·日期,名词,点,diǎn,我们几点出发？,What time are we leaving?
7,时间·日期,名词,早上,zǎoshang,早上的空气真好。,The air is so fresh in the morning.
7,时间·日期,名词,上午,shàngwǔ,上午我有一个会。,I have a meeting this morning.
7,时间·日期,名词,中午,zhōngwǔ,中午食堂人特别多。,The cafeteria is especially crowded at midday.
7,时间·日期,名词,下午,xiàwǔ,下午三点开会。,The meeting starts at three in the afternoon.
7,时间·日期,名词,晚上,wǎnshang,晚上早点睡。,Go to bed early tonight.
7,时间·日期,名词,夜,yè,他工作到半夜。,He worked until midnight.
7,时间·日期,名词,白天,báitiān,白天他要上班。,He has to work during the day.
7,时间·日期,名词,今天,jīntiān,今天是我第一天上班。,Today is my first day at work.
7,时间·日期,名词,明天,míngtiān,明天可能下雨。,It might rain tomorrow.
7,时间·日期,名词,昨天,zuótiān,昨天我们去爬山了。,We went hiking yesterday.
7,时间·日期,名词,后天,hòutiān,后天就放假了。,The holiday starts the day after tomorrow.
7,时间·日期,名词,前天,qiántiān,前天他刚回国。,He just returned home from abroad the day before yesterday.
7,时间·日期,名词,现在,xiànzài,现在几点了？,What time is it now?
7,时间·日期,名词,刚才,gāngcái,刚才有人找你。,Someone was looking for you just now.
7,时间·日期,名词,以前,yǐqián,我以前住在南京。,I used to live in Nanjing.
7,时间·日期,名词,以后,yǐhòu,以后有空常来玩。,Come and visit whenever you have time.
7,时间·日期,名词,最近,zuìjìn,最近天气变化很大。,The weather has been changing a lot recently.
7,时间·日期,名词,时候,shíhou,小时候我最怕打针。,"When I was little, I was most afraid of injections."
7,时间·日期,名词,时间,shíjiān,时间过得真快。,Time passes so quickly.
7,时间·日期,名词,日子,rìzi,搬家的日子定了吗？,Have you set a date for the move?
7,时间·日期,名词,季节,jìjié,秋天是我最喜欢的季节。,Autumn is my favourite season.
7,时间·日期,名词,春,chūn,春天来了，花都开了。,"Spring is here, and all the flowers are blooming."
7,时间·日期,名词,夏,xià,今年夏天特别热。,This summer has been especially hot.
7,时间·日期,名词,秋,qiū,秋天的枫叶红了。,The maple leaves have turned red in autumn.
7,时间·日期,名词,冬,dōng,北方的冬天很冷。,Winters in northern China are very cold.
7,时间·日期,名词,周末,zhōumò,周末我们去海边吧。,Let's go to the seaside this weekend.
7,时间·日期,名词,假期,jiàqī,假期你有什么安排？,What are your plans for the holiday?
7,时间·日期,名词,生日,shēngrì,明天是我妈妈的生日。,Tomorrow is my mum's birthday.
7,时间·日期,名词,节日,jiérì,中秋是团圆的节日。,The Mid-Autumn Festival is a time for family reunions.
7,时间·日期,名词,平时,píngshí,我平时很少喝酒。,I rarely drink alcohol normally.
7,时间·日期,名词,当时,dāngshí,当时我不知道该说什么。,"At the time, I didn't know what to say."
7,时间·日期,名词,未来,wèilái,谁也说不准未来的事。,No one can predict the future.
7,时间·日期,名词,过去,guòqù,过去的事就让它过去吧。,Let the past stay in the past.
7,时间·日期,动词,等,děng,我在门口等你。,I'll wait for you at the door.
7,时间·日期,动词,迟到,chídào,对不起，我迟到了。,Sorry I'm late.
7,时间·日期,动词,开始,kāishǐ,电影马上开始了。,The film is about to start.
7,时间·日期,动词,结束,jiéshù,会议五点才结束。,The meeting didn't finish until five.
7,时间·日期,动词,起床,qǐchuáng,我每天七点起床。,I get up at seven every day.
7,时间·日期,动词,出发,chūfā,我们明天一早出发。,We leave early tomorrow morning.
7,时间·日期,动词,来得及,láidejí,别急，时间还来得及。,Don't worry; there's still enough time.
7,时间·日期,形容词,早,zǎo,你今天来得真早。,You came really early today.
7,时间·日期,形容词,晚,wǎn,现在去还不算晚。,It's not too late to go now.
7,时间·日期,形容词,快,kuài,高铁比火车快多了。,High-speed rail is much faster than regular trains.
7,时间·日期,形容词,慢,màn,请说慢一点。,Please speak a little more slowly.
7,时间·日期,形容词,忙,máng,他最近忙得没时间吃饭。,He's been so busy lately that he has no time to eat.
7,时间·日期,形容词,闲,xián,退休后他闲不下来。,He can't sit still after retiring.
7,时间·日期,形容词,久,jiǔ,好久不见！,Long time no see!
8,学习·工作·数字生活,名词,学校,xuéxiào,学校离我家很近。,The school is very close to my home.
8,学习·工作·数字生活,名词,教室,jiàoshì,教室里很安静。,It's very quiet in the classroom.
8,学习·工作·数字生活,名词,办公室,bàngōngshì,他在办公室加班。,He's working overtime in the office.
8,学习·工作·数字生活,名词,图书馆,túshūguǎn,图书馆周一闭馆。,The library is closed on Mondays.
8,学习·工作·数字生活,名词,课,kè,我下午没有课。,I don't have class this afternoon.
8,学习·工作·数字生活,名词,作业,zuòyè,今天的作业不多。,There isn't much homework today.
8,学习·工作·数字生活,名词,考试,kǎoshì,考试前别熬夜。,Don't stay up late before an exam.
8,学习·工作·数字生活,名词,成绩,chéngjì,她这次成绩不错。,She did quite well in this exam.
8,学习·工作·数字生活,名词,字,zì,这个字怎么读？,How do you pronounce this character?
8,学习·工作·数字生活,名词,词,cí,这个词我不会用。,I don't know how to use this word.
8,学习·工作·数字生活,名词,句子,jùzi,请用这个词造一个句子。,Please make a sentence using this word.
8,学习·工作·数字生活,名词,文章,wénzhāng,这篇文章写得真好。,This article is very well written.
8,学习·工作·数字生活,名词,知识,zhīshi,多读书能学到知识。,Reading more helps you gain knowledge.
8,学习·工作·数字生活,名词,专业,zhuānyè,你大学学的什么专业？,What did you study at university?
8,学习·工作·数字生活,名词,笔记,bǐjì,上课要记笔记。,Take notes in class.
8,学习·工作·数字生活,名词,公司,gōngsī,我们公司在市中心。,Our company is in the city centre.
8,学习·工作·数字生活,名词,单位,dānwèi,他单位的福利不错。,The benefits at his workplace are good.
8,学习·工作·数字生活,名词,工作,gōngzuò,她找到了新工作。,She found a new job.
8,学习·工作·数字生活,名词,工作室,gōngzuòshì,他开了一家设计工作室。,He runs a design studio.
8,学习·工作·数字生活,名词,项目,xiàngmù,这个项目下个月上线。,This project goes live next month.
8,学习·工作·数字生活,名词,会议,huìyì,会议改到明天上午了。,The meeting has been moved to tomorrow morning.
8,学习·工作·数字生活,名词,任务,rènwu,今天的任务有点重。,Today's workload is a bit heavy.
8,学习·工作·数字生活,名词,计划,jìhuà,我们的计划变了。,Our plan has changed.
8,学习·工作·数字生活,名词,经验,jīngyàn,他有十年的教学经验。,He has ten years of teaching experience.
8,学习·工作·数字生活,名词,技术,jìshù,他的技术在公司数一数二。,His technical skills are among the best at the company.
8,学习·工作·数字生活,名词,能力,nénglì,她的学习能力很强。,She has a strong ability to learn.
8,学习·工作·数字生活,名词,面试,miànshì,我明天有一个面试。,I have a job interview tomorrow.
8,学习·工作·数字生活,名词,简历,jiǎnlì,请把简历发到我的邮箱。,Please email your CV to me.
8,学习·工作·数字生活,名词,实习,shíxí,她在一家银行实习。,She's doing an internship at a bank.
8,学习·工作·数字生活,名词,培训,péixùn,新员工要参加培训。,New employees have to attend training.
8,学习·工作·数字生活,名词,收入,shōurù,他的收入比去年高。,His income is higher than last year.
8,学习·工作·数字生活,名词,创业,chuàngyè,大学毕业后他选择创业。,He chose to start his own business after graduating from university.
8,学习·工作·数字生活,名词,同行,tóngháng,我们是同行，多多交流。,"We work in the same field, so let's stay in touch."
8,学习·工作·数字生活,名词,网络,wǎngluò,这里的网络信号不好。,The internet signal here is poor.
8,学习·工作·数字生活,名词,网上,wǎngshàng,这本书网上更便宜。,This book is cheaper online.
8,学习·工作·数字生活,名词,网站,wǎngzhàn,这个网站打不开了。,This website won't open.
8,学习·工作·数字生活,名词,软件,ruǎnjiàn,手机里装了太多软件。,There are too many apps installed on my phone.
8,学习·工作·数字生活,名词,视频,shìpín,这个视频太好笑了。,This video is hilarious.
8,学习·工作·数字生活,名词,邮件,yóujiàn,我给你发了一封邮件。,I sent you an email.
8,学习·工作·数字生活,名词,文件,wénjiàn,请把文件打印两份。,Please print two copies of the document.
8,学习·工作·数字生活,名词,消息,xiāoxi,有消息马上告诉我。,Tell me as soon as you hear anything.
8,学习·工作·数字生活,名词,密码,mìmǎ,我又忘了密码。,I forgot my password again.
8,学习·工作·数字生活,名词,账号,zhànghào,我的账号被锁了。,My account has been locked.
8,学习·工作·数字生活,名词,流量,liúliàng,这个月的流量用完了。,I've used up this month's mobile data.
8,学习·工作·数字生活,名词,平板,píngbǎn,孩子用平板上网课。,The child uses a tablet for online classes.
8,学习·工作·数字生活,名词,耳机,ěrjī,我的耳机找不到了。,I can't find my earphones.
8,学习·工作·数字生活,名词,微信,wēixìn,加个微信吧。,Let's add each other on WeChat.
8,学习·工作·数字生活,名词,APP,ēipìpì,这个APP很好用。,This app is very useful.
8,学习·工作·数字生活,名词,表情包,biǎoqíngbāo,他发了一个搞笑的表情包。,He sent a funny meme.
8,学习·工作·数字生活,名词,直播,zhíbō,她每天晚上八点直播。,She livestreams every evening at eight.
8,学习·工作·数字生活,名词,博主,bózhǔ,这位博主专门介绍美食。,This blogger specialises in introducing food.
8,学习·工作·数字生活,名词,粉丝,fěnsī,她有一百万粉丝。,She has one million followers.
8,学习·工作·数字生活,名词,视频通话,shìpín tōnghuà,我每周和爸妈视频通话。,I video-call my parents every week.
8,学习·工作·数字生活,名词,点赞,diǎnzàn,记得给我点赞哦。,Remember to give me a like.
8,学习·工作·数字生活,名词,关注,guānzhù,欢迎关注我的账号。,Follow my account.
8,学习·工作·数字生活,名词,分享,fēnxiǎng,谢谢你的分享。,Thank you for sharing.
8,学习·工作·数字生活,动词,学,xué,我在学葡萄牙语。,I'm learning Portuguese.
8,学习·工作·数字生活,动词,教,jiāo,王老师教我们数学。,Ms Wang teaches us maths.
8,学习·工作·数字生活,动词,读,dú,请大声读课文。,Please read the text aloud.
8,学习·工作·数字生活,动词,写,xiě,他会写毛笔字。,He can write calligraphy.
8,学习·工作·数字生活,动词,问,wèn,不懂就问。,"If you don't understand, ask."
8,学习·工作·数字生活,动词,答,dá,这道题他答对了。,He got this question right.
8,学习·工作·数字生活,动词,考,kǎo,明天考听力。,We have a listening test tomorrow.
8,学习·工作·数字生活,动词,记,jì,我记不住这么多单词。,I can't remember so many words.
8,学习·工作·数字生活,动词,算,suàn,你算一下一共花了多少。,Work out how much we spent altogether.
8,学习·工作·数字生活,动词,查,chá,不认识的词可以查词典。,You can look up unfamiliar words in a dictionary.
8,学习·工作·数字生活,动词,练,liàn,口语要天天练。,You need to practise speaking every day.
8,学习·工作·数字生活,动词,复习,fùxí,考前好好复习。,Review carefully before the exam.
8,学习·工作·数字生活,动词,上课,shàngkè,上课别玩手机。,Don't play on your phone in class.
8,学习·工作·数字生活,动词,上班,shàngbān,我坐地铁上班。,I take the metro to work.
8,学习·工作·数字生活,动词,下班,xiàbān,他今天下班很晚。,He finishes work very late today.
8,学习·工作·数字生活,动词,毕业,bìyè,我2018年大学毕业。,I graduated from university in 2018.
8,学习·工作·数字生活,动词,努力,nǔlì,他学习很努力。,He works very hard at his studies.
8,学习·工作·数字生活,动词,完成,wánchéng,报告我已经完成了。,I've already completed the report.
8,学习·工作·数字生活,动词,负责,fùzé,这个项目由她负责。,She's in charge of this project.
8,学习·工作·数字生活,动词,参加,cānjiā,你参加明天的会议吗？,Are you attending tomorrow's meeting?
8,学习·工作·数字生活,动词,上网,shàngwǎng,爷爷也学会上网了。,Even Grandpa has learned to go online.
8,学习·工作·数字生活,动词,注册,zhùcè,先注册一个账号。,Register an account first.
8,学习·工作·数字生活,动词,下载,xiàzài,这个软件在哪儿下载？,Where can I download this software?
8,学习·工作·数字生活,动词,打印,dǎyìn,帮我打印一下这份合同。,Please print this contract for me.
8,学习·工作·数字生活,量词,本,běn,我买了三本词典。,I bought three dictionaries.
8,学习·工作·数字生活,量词,节,jié,今天上了四节课。,We had four classes today.
8,学习·工作·数字生活,量词,门,mén,这学期我选了五门课。,I chose five courses this semester.
8,学习·工作·数字生活,形容词,难,nán,中文的声调有点难。,Chinese tones are a little difficult.
8,学习·工作·数字生活,形容词,容易,róngyì,这次考试比较容易。,This exam is relatively easy.
8,学习·工作·数字生活,形容词,简单,jiǎndān,这道题很简单。,This question is very simple.
8,学习·工作·数字生活,形容词,复杂,fùzá,事情比我想的复杂。,The situation is more complicated than I thought.
8,学习·工作·数字生活,形容词,重要,zhòngyào,健康比什么都重要。,Health is more important than anything else.
8,学习·工作·数字生活,形容词,认真,rènzhēn,他做事一直很认真。,He's always very conscientious.
8,学习·工作·数字生活,形容词,聪明,cōngming,这孩子聪明又用功。,This child is clever and hardworking.
8,学习·工作·数字生活,形容词,清楚,qīngchu,老师讲得很清楚。,The teacher explained it very clearly.
9,出行·交通·方位,名词,车,chē,路上车太多了。,There are too many cars on the road.
9,出行·交通·方位,名词,汽车,qìchē,他们家买了新汽车。,They bought a new car.
9,出行·交通·方位,名词,出租车,chūzūchē,我们打出租车去吧。,Let's take a taxi.
9,出行·交通·方位,名词,网约车,wǎngyuēchē,网约车几分钟就到了。,The ride-hailing car will be here in a few minutes.
9,出行·交通·方位,名词,公交车,gōngjiāochē,这趟公交车直达机场。,This bus goes directly to the airport.
9,出行·交通·方位,名词,火车,huǒchē,我坐夜里的火车走。,I'm taking the overnight train.
9,出行·交通·方位,名词,高铁,gāotiě,高铁上有插座，很方便。,"There's a socket on the high-speed train, which is very convenient."
9,出行·交通·方位,名词,飞机,fēijī,飞机晚点了一个小时。,The flight was delayed by an hour.
9,出行·交通·方位,名词,自行车,zìxíngchē,他每天骑自行车上学。,He cycles to school every day.
9,出行·交通·方位,名词,共享单车,gòngxiǎng dānchē,街上到处是共享单车。,There are shared bikes everywhere on the street.
9,出行·交通·方位,名词,电动车,diàndòngchē,骑电动车要戴头盔。,You need to wear a helmet when riding an e-bike.
9,出行·交通·方位,名词,摩托车,mótuōchē,摩托车声音太大了。,Motorcycles are too noisy.
9,出行·交通·方位,名词,地铁,dìtiě,坐地铁比开车快。,Taking the metro is faster than driving.
9,出行·交通·方位,名词,船,chuán,我们坐船去了那个小岛。,We took a boat to that small island.
9,出行·交通·方位,名词,票,piào,演唱会的票卖完了。,The concert tickets are sold out.
9,出行·交通·方位,名词,车站,chēzhàn,车站离这儿不远。,The station isn't far from here.
9,出行·交通·方位,名词,机场,jīchǎng,提前两小时到机场。,Get to the airport two hours early.
9,出行·交通·方位,名词,路,lù,这条路修好了。,This road has been repaired.
9,出行·交通·方位,名词,马路,mǎlù,过马路要看红绿灯。,Look at the traffic lights before crossing the road.
9,出行·交通·方位,名词,桥,qiáo,桥下有人在钓鱼。,Someone is fishing under the bridge.
9,出行·交通·方位,名词,酒店,jiǔdiàn,我们订了海边的酒店。,We booked a hotel by the sea.
9,出行·交通·方位,名词,地图,dìtú,打开地图看看怎么走。,Open the map and see how to get there.
9,出行·交通·方位,名词,导航,dǎoháng,跟着导航走就行。,Just follow the navigation.
9,出行·交通·方位,名词,城市,chéngshì,这座城市变化很大。,This city has changed a lot.
9,出行·交通·方位,名词,农村,nóngcūn,农村的空气特别好。,The air in the countryside is especially fresh.
9,出行·交通·方位,名词,村,cūn,这个村只有几十户人家。,There are only a few dozen households in this village.
9,出行·交通·方位,名词,街,jiē,这条街晚上很热闹。,This street is very lively at night.
9,出行·交通·方位,名词,公园,gōngyuán,公园里有人在跳舞。,People are dancing in the park.
9,出行·交通·方位,名词,广场,guǎngchǎng,广场上聚了很多人。,A lot of people have gathered in the square.
9,出行·交通·方位,名词,方向,fāngxiàng,我们好像走错方向了。,I think we're going in the wrong direction.
9,出行·交通·方位,名词,红绿灯,hónglǜdēng,前面的红绿灯坏了。,The traffic lights ahead are broken.
9,出行·交通·方位,名词,停车场,tíngchēchǎng,停车场已经满了。,The car park is already full.
9,出行·交通·方位,名词,加油站,jiāyóuzhàn,前面有个加油站，先加油吧。,There's a petrol station ahead. Let's fill up first.
9,出行·交通·方位,方位词,上,shàng,墙上贴着一张海报。,There's a poster on the wall.
9,出行·交通·方位,方位词,下,xià,猫躲在床下。,The cat is hiding under the bed.
9,出行·交通·方位,方位词,前,qián,学校前面有家书店。,There's a bookshop in front of the school.
9,出行·交通·方位,方位词,后,hòu,房子后面是一座山。,There's a mountain behind the house.
9,出行·交通·方位,方位词,左,zuǒ,到路口往左拐。,Turn left at the junction.
9,出行·交通·方位,方位词,右,yòu,超市在银行右边。,The supermarket is to the right of the bank.
9,出行·交通·方位,方位词,里,lǐ,抽屉里有个手电筒。,There's a torch in the drawer.
9,出行·交通·方位,方位词,外,wài,门外有人敲门。,Someone is knocking at the door.
9,出行·交通·方位,方位词,中,zhōng,他站在队伍中间。,He's standing in the middle of the queue.
9,出行·交通·方位,方位词,旁边,pángbiān,我家旁边有个地铁站。,There's a metro station next to my home.
9,出行·交通·方位,方位词,对面,duìmiàn,对面新开了一家咖啡店。,A new coffee shop has opened opposite.
9,出行·交通·方位,方位词,附近,fùjìn,附近有药店吗？,Is there a pharmacy nearby?
9,出行·交通·方位,方位词,东,dōng,太阳从东边升起。,The sun rises in the east.
9,出行·交通·方位,方位词,南,nán,冬天很多鸟飞去南方。,Many birds fly south for the winter.
9,出行·交通·方位,方位词,西,xī,往西走十分钟就到了。,Walk west for ten minutes and you'll be there.
9,出行·交通·方位,方位词,北,běi,我老家在北方。,My hometown is in the north.
9,出行·交通·方位,动词,走,zǒu,我们走路去吧。,Let's walk there.
9,出行·交通·方位,动词,跑,pǎo,他每天早上跑五公里。,He runs five kilometres every morning.
9,出行·交通·方位,动词,来,lái,你什么时候来我家？,When are you coming to my home?
9,出行·交通·方位,动词,去,qù,我去趟超市。,I'm going to the supermarket.
9,出行·交通·方位,动词,到,dào,火车马上就到了。,The train is arriving soon.
9,出行·交通·方位,动词,回,huí,我先回家了。,I'm going home first.
9,出行·交通·方位,动词,进,jìn,请进，别客气。,"Come in, make yourself at home."
9,出行·交通·方位,动词,出,chū,他刚出门。,He has just gone out.
9,出行·交通·方位,动词,坐,zuò,坐高铁两个小时就能到。,It only takes two hours by high-speed train.
9,出行·交通·方位,动词,骑,qí,他骑车去买菜。,He rode his bike to buy groceries.
9,出行·交通·方位,动词,开车,kāichē,他开车送我回家。,He drove me home.
9,出行·交通·方位,动词,停,tíng,车不能停在这里。,You can't park here.
9,出行·交通·方位,动词,离开,líkāi,他十八岁就离开了家乡。,He left his hometown when he was eighteen.
9,出行·交通·方位,动词,带,dài,出门别忘带钥匙。,Don't forget to take your keys when you go out.
9,出行·交通·方位,动词,打车,dǎchē,太晚了，我们打车回去吧。,It's too late. Let's take a taxi home.
9,出行·交通·方位,量词,辆,liàng,门口停着一辆红色的车。,There's a red car parked at the entrance.
9,出行·交通·方位,量词,趟,tàng,我去了一趟银行。,I went to the bank.
9,出行·交通·方位,量词,班,bān,我赶上了最后一班地铁。,I caught the last metro.
10,购物·金钱,名词,商店,shāngdiàn,这家商店周日不开门。,This shop is closed on Sundays.
10,购物·金钱,名词,超市,chāoshì,超市在搞活动。,The supermarket is having a promotion.
10,购物·金钱,名词,市场,shìchǎng,早上的市场很热闹。,The morning market is very lively.
10,购物·金钱,名词,银行,yínháng,银行下午五点关门。,The bank closes at five in the afternoon.
10,购物·金钱,名词,钱,qián,我带的钱不够。,I didn't bring enough money.
10,购物·金钱,名词,价格,jiàgé,这个价格很合理。,That price is reasonable.
10,购物·金钱,名词,工资,gōngzī,每月十号发工资。,Payday is the tenth of every month.
10,购物·金钱,名词,生意,shēngyi,他家的生意越来越好。,His family business is getting better and better.
10,购物·金钱,名词,产品,chǎnpǐn,这款产品卖得很火。,This product is selling very well.
10,购物·金钱,名词,顾客,gùkè,顾客就是上帝。,The customer is always right.
10,购物·金钱,名词,快递,kuàidì,你的快递到了。,Your delivery has arrived.
